Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr3.191775512.191776499	35	8	7	13	1	12	1	0	25	1	15	2	9	4	4	2	9	0	18	5	5	2	0	1	1
chr3.191881912.191882911	3	25	19	1	5	9	1	12	6	14	0	10	20	8	11	10	4	4	10	5	5	2	11	17	2
chr3.192608603.192609423	7	15	15	2	2	9	3	0	5	8	4	6	19	5	16	5	2	5	6	1	4	2	8	23	2
chr3.192850264.192850917	30	13	6	9	5	13	1	3	12	5	6	6	11	7	10	5	5	0	19	4	2	6	1	12	3
chr3.192878652.192880544	44	54	34	12	17	39	10	24	14	27	14	8	54	24	33	13	16	3	43	12	10	16	18	38	9
chr3.192888281.192889858	27	39	35	6	4	35	7	16	20	23	11	8	49	20	31	10	13	6	23	14	8	3	14	43	8
chr3.192916233.192918345	46	65	52	9	16	24	8	24	21	32	15	20	80	28	38	12	13	7	23	14	8	4	15	29	2
chr3.193155252.193156085	26	21	19	9	3	6	4	5	18	10	6	4	12	13	11	4	16	2	24	11	7	2	7	12	1
chr3.193230228.193231650	26	16	11	11	1	6	2	5	19	8	5	5	16	3	5	3	15	3	21	8	9	3	11	25	2
chr3.193240518.193242062	39	47	36	13	7	14	2	8	22	21	16	13	53	12	27	12	14	5	24	8	7	10	11	32	8
chr3.193592773.193593965	25	42	33	12	15	19	5	13	18	23	15	12	35	20	26	10	13	1	18	7	4	4	8	19	7
chr3.193656215.193656753	12	8	9	0	4	13	3	8	7	10	4	6	13	11	11	3	2	3	6	6	2	2	3	7	0
chr3.193782054.193783678	30	26	20	10	2	18	5	16	16	11	6	9	29	7	28	8	8	4	21	17	1	6	3	19	0
chr3.194002945.194004390	33	33	20	9	8	25	6	25	30	20	20	8	49	13	39	17	15	6	17	7	5	7	8	28	7
chr3.194058023.194058856	21	10	5	11	0	17	1	4	18	5	11	1	19	4	14	2	13	2	14	8	2	0	9	10	1
chr3.194070570.194071470	19	26	21	6	5	28	2	9	14	11	10	8	36	6	18	11	9	1	9	6	6	2	10	18	8
chr3.194089297.194090075	29	9	3	7	0	4	3	5	17	2	7	2	15	0	8	3	12	1	10	3	2	1	0	3	0
chr3.194132983.194135410	62	66	46	17	12	40	5	20	58	32	52	14	96	35	60	22	24	15	40	15	17	13	13	39	9
chr3.194135790.194138326	52	87	46	24	17	28	5	21	61	38	46	14	118	33	44	19	25	7	47	18	9	9	19	50	9
chr3.194138921.194140029	22	20	14	5	6	9	0	5	26	6	21	9	33	7	14	7	8	1	18	6	3	3	6	15	3
chr3.194140679.194143019	55	78	55	19	13	35	10	34	28	19	30	10	97	16	53	31	19	6	32	13	8	11	23	60	4
chr3.194234981.194236129	12	12	21	5	4	14	2	8	14	14	6	8	23	14	23	14	7	6	17	8	3	1	13	21	5
chr3.194296625.194297606	35	21	16	6	3	5	6	5	7	4	7	4	12	5	19	2	5	0	11	5	1	0	5	6	0
chr3.194323406.194324631	8	12	22	7	2	14	4	23	11	11	11	5	52	9	25	9	3	2	13	4	3	6	12	41	6
chr3.194330444.194331411	13	7	2	4	1	7	1	8	16	1	6	4	15	7	9	6	8	2	20	6	3	3	2	13	0
chr3.194474669.194477802	48	32	28	14	5	22	5	20	32	20	25	12	71	20	57	18	15	7	65	24	8	2	18	46	11
chr3.194478402.194479225	20	16	9	11	2	10	2	3	16	8	5	2	20	6	10	3	5	2	11	3	1	2	2	10	3
chr3.194482914.194488226	145	139	130	45	29	73	23	44	110	70	82	41	250	75	113	64	57	17	132	59	28	16	54	76	15
chr3.194537026.194538289	24	15	28	10	5	14	3	9	20	8	16	4	32	16	31	21	12	5	12	3	7	6	11	21	2
chr3.194554556.194555251	9	9	20	8	5	10	4	5	6	5	6	2	16	10	16	5	6	2	14	8	2	2	3	8	2
chr3.194570500.194576214	125	116	82	35	18	79	16	63	111	41	62	34	208	60	91	48	44	17	98	46	15	22	39	85	23
chr3.194577665.194580289	87	56	54	29	12	54	8	37	79	23	56	24	123	28	74	28	41	10	77	42	7	5	28	43	16
chr3.194583475.194584830	24	27	32	11	2	11	5	7	25	12	15	11	38	20	16	9	17	10	21	8	4	3	9	21	3
chr3.194632690.194633999	32	19	17	11	1	18	5	17	29	7	5	2	39	12	33	9	10	4	18	8	2	8	6	16	4
chr3.194671396.194672660	18	29	24	8	2	13	4	15	9	15	12	5	30	14	18	5	6	3	16	7	3	3	11	14	0
chr3.194682431.194683328	23	9	15	8	4	6	0	3	11	4	10	3	12	10	11	8	6	1	14	0	0	1	3	4	2
chr3.194685785.194688165	65	26	21	18	9	28	9	20	32	10	20	7	49	13	33	11	23	5	47	18	3	9	3	18	0
chr3.194930581.194931331	17	13	24	3	2	10	4	6	2	5	5	4	8	7	5	3	2	6	16	7	1	3	3	9	4
chr3.195080152.195081913	27	30	28	12	10	30	8	19	12	9	10	7	34	14	26	14	4	2	15	12	4	6	17	51	5
chr3.195117804.195118537	25	14	6	6	1	7	1	9	8	3	5	1	15	2	10	5	8	3	12	3	2	2	4	4	0
chr3.195119094.195120212	41	13	18	11	3	18	5	13	13	5	14	3	18	12	18	8	14	1	14	14	4	7	7	16	1
chr3.195131037.195131687	11	4	6	1	2	9	3	6	7	3	2	2	15	5	11	0	6	0	10	7	1	1	5	11	0
chr3.195150278.195151435	43	19	10	10	4	34	6	18	28	6	12	3	50	13	43	9	12	5	30	8	3	4	8	20	3
chr3.195154909.195155772	23	10	5	7	4	13	2	4	13	2	7	2	11	5	7	4	5	0	12	3	2	3	1	7	2
chr3.195187195.195188732	66	41	34	18	5	24	0	10	62	12	25	7	37	16	20	11	23	2	33	15	10	5	9	9	4
chr3.195195780.195196952	16	15	10	8	3	15	1	5	11	2	7	2	23	8	10	6	5	3	11	4	0	1	7	6	1
chr3.195258095.195260650	64	28	29	22	6	35	11	20	36	17	33	13	45	15	45	14	16	5	41	9	8	10	11	40	8
chr3.195270242.195271740	43	27	30	16	9	19	4	23	25	11	9	5	55	17	42	14	14	9	25	10	11	10	11	47	4
chr3.195441986.195443379	21	41	24	7	11	28	2	16	20	12	11	18	46	10	23	12	6	1	20	7	5	6	15	25	3
chr3.195542499.195543688	22	32	22	8	10	23	2	10	8	11	7	6	29	11	27	8	6	2	11	2	2	4	4	16	5
chr3.195611844.195612779	12	18	15	3	3	12	10	10	2	4	4	7	17	12	20	8	4	4	25	10	7	4	27	31	10
chr3.195885046.195887149	10	6	18	6	2	30	7	21	15	16	5	12	59	19	77	32	8	2	35	15	6	5	11	56	6
chr3.195891504.195893538	18	13	7	4	4	21	8	13	21	10	9	6	32	13	62	24	6	2	17	8	3	8	10	26	4
chr3.195894774.195897404	40	33	23	24	9	40	11	29	19	7	18	15	72	25	63	22	11	4	43	16	4	10	15	43	3
chr3.195907889.195908452	14	8	3	5	2	5	2	5	11	5	7	1	22	6	8	2	3	1	6	7	1	3	3	9	0
chr3.195908732.195911132	36	31	18	11	7	14	2	13	17	16	19	13	43	4	39	8	17	7	19	14	9	12	17	20	5
chr3.196080905.196082420	31	19	24	7	3	15	7	12	8	14	8	11	48	14	36	19	9	7	17	2	4	6	3	27	4
chr3.196193676.196194251	6	5	6	2	4	8	3	6	5	4	1	0	17	13	23	10	3	2	8	0	3	1	4	21	3
chr3.196278605.196280448	36	20	14	13	3	19	6	13	41	8	16	3	57	20	19	20	14	5	32	13	7	8	14	36	3
chr3.196286651.196288366	35	34	34	13	7	26	6	28	32	24	21	12	51	19	33	13	7	5	26	12	4	9	20	37	11
chr3.196317538.196318452	24	29	16	8	8	11	3	18	15	6	11	7	27	9	23	9	7	3	17	6	4	5	12	16	4
chr3.196431284.196432842	37	67	57	14	14	25	6	11	29	38	26	15	60	17	31	14	16	7	26	10	8	9	17	27	4
chr3.196502649.196504129	21	29	16	7	5	15	7	13	14	12	10	7	40	12	24	9	9	1	19	10	11	4	3	14	4
chr3.196568039.196569428	27	30	26	9	10	10	3	11	14	16	5	8	30	15	39	6	13	10	20	7	5	2	14	20	4
chr3.196631910.196633247	16	19	13	5	8	16	2	15	11	6	11	3	28	8	31	13	4	6	16	8	2	5	12	30	8
chr3.196711783.196713090	33	39	38	12	6	28	4	22	17	16	16	13	47	18	20	9	16	5	17	4	2	7	13	28	5
chr3.196739702.196741184	54	39	48	14	7	22	5	23	18	20	12	6	66	19	38	14	22	9	30	14	10	4	21	28	11
chr3.196792612.196793943	31	9	7	9	2	16	3	6	19	10	5	4	25	3	13	5	16	4	30	11	1	6	7	6	3
chr3.196867524.196868638	25	36	37	7	6	14	2	13	22	20	11	10	34	13	19	11	5	3	18	5	7	5	11	22	11
chr3.196941558.196943509	50	65	52	7	15	26	4	18	27	22	27	16	38	25	33	15	20	10	29	9	9	8	16	31	5
chr3.196988178.196988862	11	7	8	4	3	13	4	7	9	1	2	4	15	7	14	8	2	1	7	5	1	3	4	15	0
chr3.197030760.197032184	55	11	16	16	1	18	4	14	47	7	22	5	26	6	22	9	11	2	19	15	0	7	2	5	1
chr3.197083513.197083964	28	8	4	10	0	12	0	1	20	3	5	4	20	4	7	2	4	0	11	7	1	2	4	2	0
chr3.197297492.197299422	31	48	65	13	11	30	10	22	33	20	14	6	49	18	55	17	14	13	35	14	8	12	16	34	4
chr3.197712127.197714287	46	27	22	11	5	27	1	21	22	6	12	9	53	13	40	13	7	5	35	11	5	7	16	34	3
chr3.197735844.197737543	31	41	29	10	11	23	5	16	26	14	12	16	52	11	37	11	9	4	29	14	7	8	10	30	1
chr3.197749203.197751018	44	48	32	12	5	27	4	14	21	16	13	9	41	16	35	21	15	1	20	6	2	4	10	20	4
chr3.197790889.197792152	32	41	32	15	5	16	1	13	23	18	14	6	42	12	30	12	12	3	19	4	10	6	12	20	6
chr3.197949618.197951310	39	33	36	12	10	20	5	18	30	29	18	8	48	15	31	11	18	6	26	11	4	6	15	26	7
chr3.197960133.197960869	8	18	9	5	1	9	2	9	12	10	6	4	23	10	12	7	8	2	7	5	0	8	4	7	1
chr4.124235.125580	21	25	32	7	7	12	6	20	13	12	4	6	37	12	29	16	8	6	16	4	8	7	9	29	4
chr4.337234.338308	14	24	24	2	2	20	2	8	12	8	8	8	29	8	30	8	9	4	9	7	6	7	3	15	4
chr4.473308.474382	20	39	28	9	3	22	9	19	20	7	8	12	41	11	40	23	14	5	14	10	3	6	16	32	7
chr4.673489.675444	35	55	49	12	13	19	7	29	17	19	8	7	35	24	49	21	15	9	43	13	8	9	16	36	5
chr4.686766.688035	18	9	8	9	1	12	3	10	11	2	8	4	17	5	14	10	6	2	18	5	2	2	5	12	7
chr4.705541.706391	13	10	12	6	8	26	3	30	5	6	3	2	36	10	39	14	8	2	13	7	6	6	15	34	3
chr4.780861.782564	41	45	34	7	15	30	1	36	27	20	17	11	53	27	59	15	16	8	34	21	9	10	21	31	8
chr4.931310.932720	26	32	28	18	9	21	6	14	19	7	10	9	38	17	25	7	7	4	22	8	5	5	20	26	4
chr4.1043118.1044295	14	6	4	10	6	23	9	20	10	3	2	5	11	7	22	14	4	2	9	3	1	3	6	11	2
chr4.1191738.1192811	28	6	7	9	1	19	3	16	12	4	4	3	22	15	27	11	3	0	17	8	3	3	7	17	0
chr4.1246458.1250071	109	129	105	29	18	48	9	52	46	44	37	30	108	40	58	32	34	19	78	27	16	11	30	67	10
chr4.1289296.1291311	17	61	42	12	13	27	2	35	21	15	13	17	23	18	47	10	11	12	21	19	8	6	19	40	6
chr4.1309267.1309910	8	10	8	7	6	8	2	17	10	2	3	3	18	10	22	8	0	1	12	9	2	3	7	23	1
chr4.1345755.1347930	54	58	56	15	12	41	9	42	28	20	21	16	55	24	56	25	21	6	36	20	10	20	20	62	8
chr4.1711433.1713178	49	71	56	14	18	37	13	35	22	21	12	21	87	26	77	21	20	14	35	16	8	13	18	49	13
chr4.1719777.1721682	32	43	45	16	11	37	5	31	21	16	15	12	43	34	48	25	16	11	39	17	13	6	24	44	10
chr4.1855383.1857574	34	57	52	10	10	28	12	16	18	27	20	11	38	17	47	24	11	9	35	10	6	6	15	42	9
chr4.1869963.1872759	48	101	69	19	12	28	6	33	26	30	26	30	74	38	60	24	24	11	37	23	15	5	21	39	14
chr4.2008460.2010074	36	50	30	5	11	21	10	21	22	12	9	10	45	28	40	15	10	6	28	9	9	8	15	31	4
chr4.2058410.2059812	18	27	18	5	4	8	0	6	5	2	8	5	23	9	15	4	4	2	14	11	7	2	4	14	2
chr4.2241658.2242593	10	30	16	14	4	16	1	22	8	5	4	8	30	10	17	11	5	1	9	7	6	6	3	13	1
chr4.2261123.2263135	38	46	37	17	12	37	4	32	27	15	14	6	56	14	58	15	22	4	18	8	2	13	7	40	8
chr4.2467949.2470268	54	62	52	18	10	24	7	16	25	38	26	14	64	20	38	16	15	5	36	16	6	7	19	48	8
chr4.2534977.2537775	111	113	108	39	22	47	9	55	60	40	49	29	148	41	87	32	42	21	73	27	26	23	31	104	10
chr4.2755864.2756712	14	9	12	8	2	18	4	13	6	2	3	4	18	7	26	4	5	1	7	6	2	6	3	14	2
chr4.2800049.2801920	43	22	12	17	5	32	12	20	32	11	23	8	59	24	64	31	16	3	28	14	2	9	13	40	9
chr4.2842941.2844925	51	71	71	22	19	34	14	34	35	31	22	17	69	33	55	24	25	16	36	18	8	9	27	46	7
chr4.2934324.2935334	13	10	19	4	8	13	7	11	12	5	11	2	21	7	18	5	6	4	10	5	2	7	10	23	1
chr4.2962595.2964745	54	44	53	9	7	25	5	23	21	23	21	16	44	18	49	27	17	8	30	16	5	7	15	43	3
chr4.2977247.2977994	30	9	12	7	0	11	3	10	19	1	8	0	15	5	12	10	3	0	10	8	1	3	3	7	2
chr4.3073899.3075623	54	75	49	24	18	36	17	34	26	23	23	15	58	23	56	19	18	12	28	15	6	13	18	51	10
chr4.3291744.3293712	27	27	42	20	6	24	5	22	22	11	14	10	37	13	27	17	11	6	18	9	2	12	11	26	3
chr4.3436364.3437605	37	8	5	8	4	12	3	9	4	2	8	6	23	12	10	7	13	3	26	7	1	7	10	14	3
chr4.3461357.3462138	3	3	2	4	0	16	0	8	1	3	0	2	15	8	17	7	2	0	9	2	0	0	4	17	0
chr4.3466094.3467880	3	7	8	0	3	14	6	7	14	9	5	5	31	11	43	29	2	1	8	1	3	4	5	26	6
chr4.3531417.3532419	22	13	14	6	0	7	3	5	15	5	13	4	10	3	13	5	5	3	7	4	2	1	8	2	1
chr4.3954771.3956387	22	21	21	12	4	27	1	25	29	11	10	3	52	23	54	12	10	2	28	10	4	15	14	35	9
chr4.4247626.4248901	25	30	32	6	2	18	3	17	16	9	18	9	32	15	31	8	3	6	25	14	8	6	13	31	6
chr4.4289322.4290819	28	32	32	13	8	22	3	17	22	13	11	9	24	10	20	5	11	2	18	12	6	3	8	14	8
chr4.4541207.4542427	23	32	25	1	3	13	4	12	21	13	8	7	31	12	13	13	6	3	15	4	4	6	6	12	3
chr4.4859510.4860533	15	19	9	5	6	6	3	8	6	13	7	3	14	11	13	7	3	1	8	5	3	2	3	11	2
chr4.5710528.5711785	23	14	14	6	4	24	3	15	11	6	5	5	20	15	34	14	4	3	6	8	2	7	5	26	6
chr4.5912298.5913359	32	23	17	11	6	6	4	8	6	3	10	6	12	11	14	5	9	3	18	8	8	2	14	15	4
chr4.6272899.6273715	18	10	11	12	1	8	3	6	7	2	8	3	20	8	18	9	3	1	12	5	2	4	1	15	1
chr4.6640100.6641748	28	56	38	12	7	21	6	14	23	25	14	14	46	24	29	15	11	6	37	8	5	11	13	28	4
chr4.6673529.6674598	13	19	11	7	4	9	3	12	12	11	5	5	23	14	25	6	5	4	15	4	4	3	5	30	4
chr4.6688879.6689803	16	5	10	6	1	13	2	16	10	4	5	3	14	7	18	8	6	2	15	4	2	3	0	17	4
chr4.6708814.6710200	22	32	28	4	7	9	2	6	23	15	9	12	21	15	16	7	9	3	20	6	3	3	12	14	2
chr4.6716059.6716900	20	28	16	4	10	4	3	11	9	5	5	4	23	8	18	7	5	6	10	5	1	1	8	9	3
chr4.6782190.6783974	87	81	67	17	21	48	7	29	34	37	25	26	79	28	62	25	22	14	47	18	14	14	34	64	7
chr4.6839684.6840969	14	22	9	6	2	28	9	12	15	12	8	13	39	16	39	13	5	8	29	14	9	10	13	41	3
chr4.6855739.6856338	22	12	11	3	2	10	2	12	17	7	8	2	25	13	14	7	5	5	11	7	4	3	7	18	4
chr4.6885713.6886518	28	12	6	11	2	15	3	10	16	1	9	3	18	4	20	8	9	2	22	6	4	1	8	18	4
chr4.6908812.6910462	43	38	21	12	9	28	8	15	18	5	12	12	52	20	38	9	9	8	28	16	8	3	12	27	7
chr4.6986343.6988574	46	39	31	19	4	32	6	18	25	31	14	13	56	26	52	21	12	2	23	14	12	10	14	31	5
chr4.7021840.7022676	28	11	11	14	4	19	1	21	14	1	6	1	27	14	28	11	5	6	24	16	4	5	4	23	3
chr4.7042242.7044845	63	66	54	26	11	32	6	43	27	14	22	23	69	29	48	19	22	5	37	14	5	11	18	29	9
chr4.7067426.7069011	30	40	37	13	7	19	4	13	15	10	12	9	46	18	46	7	6	5	14	4	4	14	8	16	3
chr4.7103031.7103665	12	10	8	4	3	8	6	12	12	2	3	1	14	4	24	8	1	2	10	3	2	2	5	15	4
chr4.7206355.7207972	40	12	10	11	2	19	5	13	13	7	7	5	24	8	23	13	7	2	27	14	5	4	9	19	4
chr4.7256847.7257726	12	10	11	5	2	11	2	6	11	5	7	4	16	9	11	6	3	4	16	6	3	7	7	25	4
chr4.7434772.7436032	17	15	13	6	5	22	3	11	9	1	7	2	15	10	21	6	8	3	19	7	1	8	6	15	4
chr4.7780972.7783294	32	14	32	8	5	20	8	23	19	6	3	9	38	23	37	14	9	7	50	30	3	5	9	28	5
chr4.7818217.7819192	21	3	7	2	4	10	3	5	10	5	5	5	22	8	24	8	11	2	14	8	3	3	10	21	2
chr4.7910603.7911964	10	15	12	7	2	22	8	20	8	4	2	8	24	7	30	15	10	4	30	10	6	8	17	31	7
chr4.7938851.7940029	17	16	16	9	6	13	3	10	6	8	3	7	26	6	19	5	6	3	22	6	6	5	15	17	0
chr4.8315389.8316382	11	7	3	4	2	16	6	19	4	4	4	3	16	7	27	8	0	1	9	6	1	6	3	22	3
chr4.8427737.8428598	22	28	15	10	5	11	5	10	10	11	5	7	22	16	30	16	5	6	17	6	4	4	10	15	3
chr4.8440315.8441317	13	24	22	6	5	10	4	6	9	13	6	5	16	8	14	12	5	3	8	4	2	4	5	10	0
chr4.9152195.9153794	22	29	21	7	7	34	3	25	10	10	7	5	34	11	25	10	6	0	12	1	2	5	3	7	3
chr4.10030484.10031867	25	14	14	6	6	21	7	10	7	4	1	4	21	7	24	9	2	3	18	12	2	4	2	17	2
chr4.10084582.10085647	8	5	8	4	3	6	1	5	7	8	3	7	18	12	33	14	3	3	9	11	1	1	7	28	9
chr4.10091419.10094974	52	42	32	14	16	36	16	34	34	16	31	11	78	16	78	31	14	10	50	25	7	24	27	47	12
chr4.10095168.10097339	48	23	20	15	7	28	7	15	18	13	14	7	33	24	33	20	14	4	29	14	5	6	14	26	2
chr4.10106182.10107648	20	15	13	5	4	25	5	10	14	8	13	8	26	13	18	13	5	2	18	10	1	5	13	20	3
chr4.10115042.10117403	78	69	50	23	12	33	11	23	33	29	42	13	74	23	55	23	33	13	54	26	8	13	21	27	2
chr4.10173550.10175212	21	25	24	7	2	11	4	8	7	12	2	9	7	5	19	14	9	7	15	6	1	5	8	31	5
chr4.10239965.10241111	11	16	7	4	2	17	3	9	4	6	5	9	16	3	17	7	5	4	26	8	2	9	7	27	3
chr4.10456426.10457625	18	32	28	3	5	6	3	7	14	12	6	18	24	17	15	8	10	8	13	14	3	2	9	25	4
chr4.11497711.11498724	13	13	7	7	4	13	3	3	6	4	2	5	11	3	7	7	3	2	18	13	4	2	12	16	1
chr4.12488623.12489312	14	7	8	3	0	7	6	2	21	6	7	4	31	8	9	7	6	0	10	2	2	1	5	8	1
chr4.13483096.13485110	45	75	67	11	12	48	5	38	35	44	14	21	74	32	43	30	20	12	47	30	7	16	18	46	8
chr4.13626700.13628424	45	55	44	14	14	14	6	14	31	26	16	7	28	28	25	18	31	6	31	11	5	8	21	15	3
chr4.13705547.13706471	17	10	12	6	5	6	6	6	8	4	6	8	20	4	20	5	7	4	13	4	4	3	2	19	5
chr4.13832666.13833989	35	20	15	15	3	6	1	5	26	8	18	11	12	6	12	8	17	2	23	10	3	0	4	18	0
chr4.13907243.13907929	30	14	1	12	4	13	1	3	16	4	10	0	6	3	5	2	9	3	7	6	2	4	2	2	0
chr4.14841763.14842633	18	20	14	7	1	17	3	13	10	6	4	4	30	11	20	10	6	5	8	4	7	7	13	18	8
chr4.14855896.14856868	21	12	8	7	2	10	2	12	5	2	5	2	12	6	11	6	5	3	11	3	2	8	4	10	3
chr4.14916582.14917880	41	18	23	9	7	7	3	9	40	8	12	3	20	9	10	3	24	1	37	13	2	9	5	19	3
chr4.15000722.15005557	207	214	173	49	48	79	21	73	123	118	87	46	249	76	130	55	66	38	163	55	39	37	53	116	28
chr4.15148940.15150765	32	39	27	16	7	23	3	28	31	12	13	10	32	15	24	8	19	9	33	13	6	5	25	37	6
chr4.15198223.15198806	5	12	4	0	3	4	3	3	7	6	5	5	19	2	15	7	2	0	4	0	0	0	3	10	2
chr4.15451514.15452281	18	16	8	6	0	10	1	14	8	8	6	5	13	10	8	8	6	3	11	3	3	3	7	13	4
chr4.15479224.15479920	11	18	7	3	2	5	2	9	6	9	7	4	23	5	10	4	8	3	17	4	5	4	4	19	6
chr4.15653750.15656324	66	85	53	22	13	43	5	23	40	37	23	29	97	34	52	20	12	14	38	16	8	9	20	43	9
chr4.15681194.15683202	60	68	58	22	23	25	10	25	33	37	27	27	77	37	52	16	19	9	44	22	12	5	19	30	5
chr4.15690183.15692167	38	34	20	11	16	23	14	16	22	14	15	4	32	14	18	7	10	4	25	11	10	4	6	15	4
chr4.16225773.16227855	47	74	70	17	12	35	4	23	28	30	17	13	75	24	45	22	22	12	52	19	11	13	22	46	9
chr4.17232413.17233175	13	23	11	3	1	12	7	9	5	15	5	5	23	5	13	8	0	2	11	8	1	5	6	14	2
chr4.17511168.17512539	20	16	18	3	6	14	3	13	12	9	5	2	29	9	39	9	6	3	18	10	6	13	7	15	3
chr4.17577099.17578057	20	25	17	7	5	9	1	13	12	4	7	6	29	10	18	11	10	4	8	1	4	14	5	16	3
chr4.17613930.17615389	44	29	26	14	9	12	4	8	28	24	13	12	30	16	18	11	10	6	21	10	7	4	6	19	1
chr4.17809862.17811602	17	52	35	10	8	21	1	11	26	38	17	19	48	18	30	21	13	6	21	11	7	7	8	34	8
chr4.18020337.18022920	55	72	53	20	19	33	8	31	47	31	22	18	102	26	71	28	26	11	44	14	13	11	20	42	9
chr4.18882113.18883021	15	39	16	2	6	21	2	17	11	11	5	7	22	14	12	7	2	6	27	11	3	4	11	27	4
chr4.19775898.19776600	14	29	11	5	5	14	2	5	9	9	3	2	24	7	6	8	7	3	10	7	3	7	9	8	2
chr4.20285045.20285504	15	4	2	7	3	12	1	3	11	2	0	3	14	5	7	3	2	0	6	2	1	2	2	4	3
chr4.20319797.20321028	21	13	7	4	3	18	4	11	16	7	5	6	27	6	16	8	8	4	17	8	2	9	8	14	4
chr4.20615419.20616585	25	31	16	13	3	5	1	8	19	19	9	6	18	13	7	5	12	0	19	3	3	4	7	10	0
chr4.20624494.20626504	59	34	25	28	9	12	8	15	46	17	20	11	31	8	17	16	22	4	30	7	8	5	11	23	3
chr4.22471837.22472691	10	7	2	5	2	15	4	6	6	5	3	3	22	5	14	5	2	5	7	4	3	1	8	12	3
chr4.22482523.22483269	13	9	10	3	2	10	5	7	10	1	6	2	17	10	13	11	5	6	9	5	3	2	4	26	3
chr4.22515094.22516722	39	62	45	13	17	41	5	24	23	21	23	15	60	33	50	16	25	7	37	6	5	8	16	31	5
chr4.23373114.23374664	18	28	29	8	8	23	11	22	23	14	7	21	62	18	35	15	9	4	21	14	12	7	21	37	5
chr4.23728042.23729555	45	23	22	12	4	21	4	12	20	8	16	8	16	4	9	7	12	7	34	14	3	1	8	12	1
chr4.23737503.23738330	18	18	10	2	1	15	0	11	7	5	1	5	15	9	6	4	6	3	14	7	3	6	6	20	3
chr4.23788282.23789105	12	21	10	1	6	14	2	9	20	6	4	4	21	3	11	2	5	1	7	7	1	5	7	11	1
chr4.23789686.23790318	16	23	12	2	1	8	1	5	11	5	1	3	21	3	8	5	5	3	14	10	5	1	9	17	0
chr4.23853618.23854720	22	30	18	5	4	15	6	11	21	15	13	4	22	6	17	11	8	6	11	8	4	2	8	9	6
chr4.23856254.23857098	23	20	13	6	7	7	2	6	15	5	2	9	20	6	12	5	3	4	10	2	3	0	4	7	0
chr4.23871081.23872006	9	10	9	2	0	7	3	5	9	8	5	5	17	5	10	6	3	1	4	2	2	3	11	15	3
chr4.23877409.23879911	28	25	17	8	4	22	4	10	23	18	18	10	47	13	26	11	11	6	15	5	4	3	15	25	6
chr4.23887841.23891569	69	96	89	18	15	48	9	24	96	57	37	34	129	33	64	22	36	24	60	28	16	8	21	73	5
chr4.23930445.23931337	28	19	16	12	5	14	2	11	23	8	11	4	33	12	14	9	9	3	16	10	2	3	9	16	5
chr4.24140165.24141490	12	14	5	5	1	2	3	2	11	10	16	6	14	8	11	8	12	1	27	7	2	3	5	17	2
chr4.24244945.24245645	10	10	9	2	4	10	2	11	8	3	0	4	14	10	11	10	6	2	6	4	1	1	4	20	4
chr4.24382441.24383096	21	12	16	14	3	15	3	2	17	5	3	4	25	11	7	4	9	2	22	11	3	1	4	7	2
chr4.24469606.24473636	87	109	79	30	25	49	10	23	53	49	39	22	95	31	51	26	50	18	83	29	4	16	21	64	12
chr4.24583361.24584876	61	80	67	17	10	22	8	14	34	41	25	18	55	26	28	19	16	11	34	13	12	8	28	21	2
chr4.24642743.24644216	24	20	21	6	6	10	8	6	19	14	7	10	41	11	14	9	16	10	35	20	13	12	19	28	7
chr4.24763221.24764475	55	14	22	12	0	17	1	5	35	7	16	6	18	8	12	3	32	1	17	4	1	3	6	18	1
chr4.24794577.24795896	22	14	22	5	0	22	6	11	13	9	6	7	42	13	31	12	5	3	16	12	6	4	10	24	4
chr4.24857815.24858846	14	23	15	8	7	7	3	9	6	7	7	2	29	7	10	5	8	4	11	4	5	2	12	12	5
chr4.24912460.24913214	15	18	12	5	4	13	2	16	6	4	4	4	27	8	19	7	6	2	10	6	2	2	4	22	3
chr4.25081472.25082924	25	42	29	5	10	36	3	19	19	23	9	10	26	9	43	13	4	4	24	7	14	7	17	22	6
chr4.25086453.25089608	61	57	52	10	14	40	14	37	20	27	15	26	84	23	48	32	24	11	60	18	11	11	30	63	10
chr4.25091699.25092647	12	10	12	2	1	16	3	8	11	7	2	5	11	4	12	6	1	1	15	7	2	3	3	16	1
chr4.25159837.25161269	38	39	26	5	6	17	6	23	19	15	11	6	43	16	27	7	13	1	16	3	3	2	13	25	6
chr4.25173141.25173980	21	11	9	6	6	18	2	5	15	6	4	6	15	9	14	7	5	3	11	4	1	2	6	7	2
chr4.25233863.25235279	38	44	22	20	11	15	6	12	14	25	16	9	36	14	25	15	12	6	19	8	5	6	13	21	3
chr4.25312635.25313214	13	15	11	5	7	7	1	3	10	5	4	4	33	6	13	3	3	3	10	4	2	4	3	9	2
chr4.25349047.25350492	6	18	16	3	4	13	6	12	11	13	3	2	44	12	18	14	3	4	30	8	4	6	12	31	4
