"","chr","start","end","length","abs_summit","pileup","-log10(pvalue)","fold_enrichment","-log10(qvalue)","name"
"18369","chr4",75869216,75869380,165,75869291,7,7.68777,5.58647,4.63939,"NA_peak_18369"
"18370","chr4",75940354,75940490,137,75940392,6,5.81346,4.56417,2.96639,"NA_peak_18370"
"18371","chr4",75940666,75940949,284,75940846,8,8.17848,5.844,5.09009,"NA_peak_18371"
"18372","chr4",75990922,75991070,149,75990987,11,12.6678,8.09247,9.25362,"NA_peak_18372"
"18373","chr4",76147854,76148132,279,76147978,12,12.2469,7.73895,8.85887,"NA_peak_18373"
"18374","chr4",76148431,76148589,159,76148521,10,9.67297,6.52367,6.46438,"NA_peak_18374"
"18375","chr4",76213518,76214255,738,76213891,13,13.04454,8.03052,9.6081,"NA_peak_18375"
"18376","chr4",76251536,76251869,334,76251581,10,12.59746,8.0755,9.18846,"NA_peak_18376"
"18377","chr4",76306284,76306904,621,76306695,24,21.33179,9.95179,17.45597,"NA_peak_18377"
"18378","chr4",76308626,76308844,219,76308756,20,16.70704,8.44493,13.06097,"NA_peak_18378"
"18379","chr4",76342255,76342409,155,76342340,5,6.06117,4.59616,3.16979,"NA_peak_18379"
"18380","chr4",76526614,76526784,171,76526709,11,12.16653,7.82428,8.78364,"NA_peak_18380"
"18381","chr4",76586010,76586234,225,76586156,9,9.85757,6.71496,6.63506,"NA_peak_18381"
"18382","chr4",76679767,76680041,275,76679949,7,7.99406,5.73925,4.92027,"NA_peak_18382"
"18383","chr4",76709551,76709699,149,76709614,4,4.17968,3.55462,1.58041,"NA_peak_18383"
"18384","chr4",76948859,76949127,269,76949048,10,8.20927,5.63233,5.11967,"NA_peak_18384"
"18385","chr4",76949540,76949792,253,76949725,14,12.98311,7.78171,9.55034,"NA_peak_18385"
"18386","chr4",76949927,76950304,378,76950132,7,5.26587,4.17778,2.48098,"NA_peak_18386"
"18387","chr4",77006929,77007228,300,77007071,7,8.1031,5.79205,5.02089,"NA_peak_18387"
"18388","chr4",77075987,77076434,448,77076065,10,11.27105,7.4181,7.94777,"NA_peak_18388"
"18389","chr4",77095339,77095568,230,77095560,7,8.64576,6.04219,5.51885,"NA_peak_18389"
"18390","chr4",77156653,77156862,210,77156772,15,13.0005,7.55358,9.56639,"NA_peak_18390"
"18391","chr4",77158007,77158382,376,77158028,11,8.5721,5.68223,5.4527,"NA_peak_18391"
"18392","chr4",77220918,77221165,248,77220994,8,7.03965,5.18136,4.0568,"NA_peak_18392"
"18393","chr4",77221328,77221602,275,77221371,11,10.48158,6.85831,7.21255,"NA_peak_18393"
"18394","chr4",77366998,77367137,140,77367081,7,6.62621,5.0087,3.68273,"NA_peak_18394"
"18395","chr4",77389378,77389542,165,77389460,5,6.06117,4.59616,3.16979,"NA_peak_18395"
"18396","chr4",77440078,77440365,288,77440284,6,7.42378,5.36218,4.3972,"NA_peak_18396"
"18397","chr4",77820004,77820405,402,77820251,10,9.84319,6.62349,6.62161,"NA_peak_18397"
"18398","chr4",77862658,77863150,493,77862776,10,11.85049,7.71562,8.48772,"NA_peak_18398"
"18399","chr4",77921814,77921967,154,77921926,5,6.06117,4.59616,3.16979,"NA_peak_18399"
"18400","chr4",78056714,78056922,209,78056771,10,8.0936,5.55998,5.0127,"NA_peak_18400"
"18401","chr4",78057218,78057511,294,78057347,15,13.78696,8.03563,10.30552,"NA_peak_18401"
"18402","chr4",78121419,78121623,205,78121490,12,12.19693,7.70979,8.81207,"NA_peak_18402"
"18403","chr4",78293869,78294142,274,78293971,9,9.7512,6.65815,6.53707,"NA_peak_18403"
"18404","chr4",78551804,78552015,212,78551957,6,6.87705,5.1151,3.90998,"NA_peak_18404"
"18405","chr4",78629398,78629539,142,78629495,10,11.58355,7.5805,8.23999,"NA_peak_18405"
"18406","chr4",78692000,78692249,250,78692134,21,25.46446,13.34913,21.39858,"NA_peak_18406"
"18407","chr4",78776312,78776498,187,78776388,8,8.84732,6.20222,5.69977,"NA_peak_18407"
"18408","chr4",78939132,78939565,434,78939424,14,15.8523,9.46663,12.25151,"NA_peak_18408"
"18409","chr4",79242043,79242223,181,79242179,9,10.62818,7.10925,7.34807,"NA_peak_18409"
"18410","chr4",79431858,79432035,178,79431979,5,6.06117,4.59616,3.16979,"NA_peak_18410"
"18411","chr4",80072737,80073301,565,80073216,20,22.20968,11.74613,18.29233,"NA_peak_18411"
"18412","chr4",80266425,80267017,593,80266604,10,11.51926,7.54745,8.17952,"NA_peak_18412"
"18413","chr4",80307246,80307442,197,80307342,10,13.02343,8.26833,9.58816,"NA_peak_18413"
"18414","chr4",80335699,80336021,323,80335760,7,8.33303,5.90061,5.23119,"NA_peak_18414"
"18415","chr4",81069812,81070015,204,81069997,7,8.71212,6.07132,5.57858,"NA_peak_18415"
"18416","chr4",81448098,81448248,151,81448128,4,4.76469,3.83013,2.03329,"NA_peak_18416"
"18417","chr4",81471938,81472362,425,81472064,13,14.44192,8.83552,10.9215,"NA_peak_18417"
"18418","chr4",81631990,81632213,224,81632070,10,12.84818,8.1901,9.42324,"NA_peak_18418"
"18419","chr4",82044367,82044546,180,82044491,4,4.24407,3.58703,1.63538,"NA_peak_18419"
"18420","chr4",82284859,82285253,395,82285096,58,67.98647,22.24831,62.8582,"NA_peak_18420"
"18421","chr4",82374047,82374548,502,82374288,47,53.28749,19.20457,48.36816,"NA_peak_18421"
"18422","chr4",82429328,82429632,305,82429487,12,10.17647,6.48755,6.93035,"NA_peak_18422"
"18423","chr4",82430221,82430788,568,82430537,17,16.09572,8.92616,12.48139,"NA_peak_18423"
"18424","chr4",82834127,82834301,175,82834179,9,11.26384,7.41049,7.94164,"NA_peak_18424"
"18425","chr4",82891090,82891457,368,82891188,11,11.60574,7.51305,8.26057,"NA_peak_18425"
"18426","chr4",82900467,82901238,772,82900581,13,13.61662,8.36589,10.14471,"NA_peak_18426"
"18427","chr4",83012869,83013252,384,83013081,20,22.20968,11.74613,18.29233,"NA_peak_18427"
"18428","chr4",83034855,83035400,546,83035079,46,53.53542,19.81169,48.61158,"NA_peak_18428"
"18429","chr4",83256921,83257052,132,83257040,7,7.07148,5.25977,4.08574,"NA_peak_18429"
"18430","chr4",83260519,83260649,131,83260622,4,3.97021,3.44568,1.40144,"NA_peak_18430"
"18431","chr4",83284397,83284870,474,83284676,12,13.30208,8.33814,9.84977,"NA_peak_18431"
"18432","chr4",83334803,83335081,279,83334843,8,8.90029,6.2295,5.74911,"NA_peak_18432"
"18433","chr4",83455735,83456031,297,83455900,18,21.33338,11.75538,17.45732,"NA_peak_18433"
"18434","chr4",83484832,83485337,506,83485128,25,27.40311,13.22672,23.25723,"NA_peak_18434"
"18435","chr4",83535662,83536561,900,83536252,10,10.02048,6.72643,6.7857,"NA_peak_18435"
"18436","chr4",83830337,83830471,135,83830441,6,7.42378,5.36218,4.3972,"NA_peak_18436"
"18437","chr4",84324944,84325197,254,84325071,13,16.39452,9.86384,12.76478,"NA_peak_18437"
"18438","chr4",84482972,84483345,374,84483179,5,5.06487,4.11679,2.30024,"NA_peak_18438"
"18439","chr4",84582502,84582914,413,84582672,20,20.89851,10.96668,17.04277,"NA_peak_18439"
"18440","chr4",84682043,84682265,223,84682179,10,11.45589,7.51469,8.12129,"NA_peak_18440"
"18441","chr4",84691334,84691560,227,84691432,5,6.06117,4.59616,3.16979,"NA_peak_18441"
"18442","chr4",84965676,84966078,403,84965995,8,7.69194,5.56834,4.64299,"NA_peak_18442"
"18443","chr4",84966427,84966914,488,84966695,8,7.47216,5.44003,4.44215,"NA_peak_18443"
"18444","chr4",85398398,85398567,170,85398481,10,11.51926,7.54745,8.17952,"NA_peak_18444"
"18445","chr4",85474870,85475236,367,85475016,35,45.63191,20.13622,40.88153,"NA_peak_18445"
"18446","chr4",85521337,85521600,264,85521458,6,7.19461,5.26166,4.19792,"NA_peak_18446"
"18447","chr4",86593938,86594470,533,86594297,33,36.35024,15.49369,31.87163,"NA_peak_18447"
"18448","chr4",86891915,86892188,274,86892079,7,8.1031,5.79205,5.02089,"NA_peak_18448"
"18449","chr4",86934749,86935295,547,86934976,17,17.75667,9.927,14.05418,"NA_peak_18449"
"18450","chr4",87006667,87007347,681,87006834,11,10.27798,6.73601,7.02482,"NA_peak_18450"
"18451","chr4",87030819,87031075,257,87030890,5,5.86589,4.51,3.01299,"NA_peak_18451"
"18452","chr4",87038912,87039116,205,87038984,9,9.59683,6.57471,6.39371,"NA_peak_18452"
"18453","chr4",87092885,87093148,264,87092949,8,8.79513,6.17519,5.65562,"NA_peak_18453"
"18454","chr4",87108150,87108402,253,87108283,9,10.49954,7.0456,7.22806,"NA_peak_18454"
"18455","chr4",87220249,87220777,529,87220659,10,9.88683,6.64893,6.662,"NA_peak_18455"
"18456","chr4",87391169,87391407,239,87391318,16,19.15466,10.94834,15.38132,"NA_peak_18456"
"18457","chr4",87422515,87422849,335,87422801,7,7.68777,5.58647,4.63939,"NA_peak_18457"
"18458","chr4",88284589,88285029,441,88284779,30,32.1638,14.20888,27.83334,"NA_peak_18458"
"18459","chr4",88341310,88341494,185,88341401,7,8.4545,5.95644,5.34377,"NA_peak_18459"
"18460","chr4",88378945,88379365,421,88379104,5,5.77224,4.46733,2.92937,"NA_peak_18460"
"18461","chr4",88456882,88457083,202,88457035,6,7.42378,5.36218,4.3972,"NA_peak_18461"
"18462","chr4",88523524,88523935,412,88523742,13,15.64041,9.48185,12.05131,"NA_peak_18462"
"18463","chr4",88539455,88539702,248,88539538,14,17.75952,10.47463,14.05686,"NA_peak_18463"
"18464","chr4",88592241,88592655,415,88592364,19,22.01928,11.90607,18.11179,"NA_peak_18464"
"18465","chr4",88593118,88593261,144,88593169,8,7.16694,5.25829,4.17273,"NA_peak_18465"
"18466","chr4",88823082,88823548,467,88823402,15,17.90199,10.43238,14.19177,"NA_peak_18466"
"18467","chr4",89111214,89111693,480,89111535,9,9.21252,6.3621,6.03805,"NA_peak_18467"
"18468","chr4",89586427,89586559,133,89586463,6,7.42378,5.36218,4.3972,"NA_peak_18468"
"18469","chr4",89837017,89837300,284,89837066,10,10.70573,7.11333,7.42044,"NA_peak_18469"
"18470","chr4",90127311,90127631,321,90127390,14,16.27616,9.69999,12.65301,"NA_peak_18470"
"18471","chr4",91127984,91128113,130,91128071,7,8.84383,6.12821,5.69667,"NA_peak_18471"
"18472","chr4",91243139,91243416,278,91243236,6,7.42378,5.36218,4.3972,"NA_peak_18472"
"18473","chr4",91462722,91462850,129,91462743,4,4.76469,3.83013,2.03329,"NA_peak_18473"
"18474","chr4",92047525,92047662,138,92047609,8,10.16595,6.83024,6.9205,"NA_peak_18474"
"18475","chr4",92276387,92276570,184,92276450,4,4.76469,3.83013,2.03329,"NA_peak_18475"
"18476","chr4",92305455,92305951,497,92305714,13,16.76436,10.04368,13.1147,"NA_peak_18476"
"18477","chr4",92701968,92702247,280,92702044,5,6.06117,4.59616,3.16979,"NA_peak_18477"
"18478","chr4",93594791,93594930,140,93594794,4,4.76469,3.83013,2.03329,"NA_peak_18478"
"18479","chr4",94045030,94045173,144,94045102,4,4.76469,3.83013,2.03329,"NA_peak_18479"
"18480","chr4",94099078,94099262,185,94099193,5,6.06117,4.59616,3.16979,"NA_peak_18480"
"18481","chr4",94207514,94207658,145,94207550,7,7.59193,5.53733,4.55135,"NA_peak_18481"
"18482","chr4",94207846,94208049,204,94207960,6,6.33417,4.84517,3.41743,"NA_peak_18482"
"18483","chr4",94451748,94452116,369,94451831,16,17.7457,10.15858,14.04409,"NA_peak_18483"
"18484","chr4",94457825,94458012,188,94457948,6,6.54746,4.9541,3.61194,"NA_peak_18484"
"18485","chr4",94502821,94502947,127,94502843,4,4.68382,3.79458,2.00784,"NA_peak_18485"
"18486","chr4",95549432,95549789,358,95549627,8,7.9267,5.70284,4.85872,"NA_peak_18486"
"18487","chr4",95641664,95641839,176,95641722,9,11.18809,7.37577,7.87046,"NA_peak_18487"
"18488","chr4",95838288,95838472,185,95838348,10,13.38846,8.42628,9.93036,"NA_peak_18488"
"18489","chr4",98143488,98143695,208,98143557,16,20.5128,11.66424,16.67484,"NA_peak_18489"
"18490","chr4",98260433,98260566,134,98260436,6,4.28103,3.63146,1.66724,"NA_peak_18490"
"18491","chr4",98260755,98261343,589,98261201,23,24.96253,12.45073,20.91946,"NA_peak_18491"
"18492","chr4",98521534,98521730,197,98521638,10,11.71501,7.64746,8.36249,"NA_peak_18492"
"18493","chr4",98658637,98658982,346,98658709,13,11.85135,7.31112,8.48795,"NA_peak_18493"
"18494","chr4",98780176,98780507,332,98780314,10,11.78223,7.68139,8.4251,"NA_peak_18494"
"18495","chr4",98928261,98928418,158,98928313,8,7.29922,5.33754,4.29369,"NA_peak_18495"
"18496","chr4",98929075,98929254,180,98929158,11,11.15206,7.25338,7.83635,"NA_peak_18496"
"18497","chr4",98995230,98995780,551,98995407,16,14.30325,8.09855,10.79118,"NA_peak_18497"
"18498","chr4",99060322,99060573,252,99060437,14,14.51232,8.69924,10.98742,"NA_peak_18498"
"18499","chr4",99062184,99062470,287,99062371,10,9.67297,6.52367,6.46438,"NA_peak_18499"
"18500","chr4",99088499,99089136,638,99088879,9,8.77991,6.11493,5.6416,"NA_peak_18500"
"18501","chr4",99563612,99564137,526,99564032,18,20.04533,11.01904,16.2288,"NA_peak_18501"
"18502","chr4",99723684,99723867,184,99723761,11,13.69329,8.60887,10.21701,"NA_peak_18502"
"18503","chr4",99842446,99842842,397,99842565,14,17.22417,10.20302,13.54926,"NA_peak_18503"
"18504","chr4",99894200,99894509,310,99894426,9,11.58176,7.55273,8.23849,"NA_peak_18504"
"18505","chr4",99950279,99950933,655,99950611,24,22.42233,10.59488,18.49486,"NA_peak_18505"
"18506","chr4",100093196,100093423,228,100093355,4,4.76469,3.83013,2.03329,"NA_peak_18506"
"18507","chr4",100324865,100325027,163,100324871,5,6.06117,4.59616,3.16979,"NA_peak_18507"
"18508","chr4",101347516,101348150,635,101348033,20,18.17961,9.32661,14.45604,"NA_peak_18508"
"18509","chr4",101651877,101652073,197,101651921,8,9.60564,6.57655,6.40156,"NA_peak_18509"
"18510","chr4",101954049,101954216,168,101954144,8,10.31466,6.89423,7.05653,"NA_peak_18510"
"18511","chr4",101977146,101977340,195,101977263,10,13.29973,8.38851,9.84823,"NA_peak_18511"
"18512","chr4",102198154,102198291,138,102198158,4,4.76469,3.83013,2.03329,"NA_peak_18512"
"18513","chr4",102344667,102344816,150,102344761,7,6.49116,4.93025,3.56111,"NA_peak_18513"
"18514","chr4",102345519,102345669,151,102345579,8,7.72998,5.59031,4.67815,"NA_peak_18514"
"18515","chr4",102439986,102440113,128,102440033,6,7.42378,5.36218,4.3972,"NA_peak_18515"
"18516","chr4",102501847,102501996,150,102501890,8,7.80733,5.63479,4.7491,"NA_peak_18516"
"18517","chr4",102620772,102621005,234,102620776,7,6.95395,5.19467,3.98002,"NA_peak_18517"
"18518","chr4",102662326,102662456,131,102662342,4,4.6431,3.77637,1.97387,"NA_peak_18518"
"18519","chr4",102675148,102675474,327,102675360,21,28.5841,15.02939,24.39074,"NA_peak_18519"
"18520","chr4",102683968,102684154,187,102684028,8,8.79513,6.17519,5.65562,"NA_peak_18520"
"18521","chr4",102760869,102761012,144,102760953,6,5.68162,4.48977,2.84892,"NA_peak_18521"
"18522","chr4",102826807,102826958,152,102826880,13,7.75263,4.79661,4.69938,"NA_peak_18522"
"18523","chr4",102827129,102827310,182,102827146,13,7.75263,4.79661,4.69938,"NA_peak_18523"
"18524","chr4",102827825,102828488,664,102828020,28,23.98182,10.17957,19.98203,"NA_peak_18524"
"18525","chr4",102868667,102869582,916,102869044,18,19.90706,10.93843,16.09811,"NA_peak_18525"
"18526","chr4",103076344,103076785,442,103076620,9,10.37489,6.98308,7.11284,"NA_peak_18526"
"18527","chr4",103197978,103198358,381,103198096,7,8.4545,5.95644,5.34377,"NA_peak_18527"
"18528","chr4",103307205,103307613,409,103307577,5,5.24069,4.20852,2.45779,"NA_peak_18528"
"18529","chr4",104092045,104092229,185,104092075,4,4.76469,3.83013,2.03329,"NA_peak_18529"
"18530","chr4",104494896,104495035,140,104494981,8,8.13524,5.81999,5.05006,"NA_peak_18530"
"18531","chr4",104616239,104616566,328,104616501,8,10.24244,6.86333,6.99213,"NA_peak_18531"
"18532","chr4",105146164,105146900,737,105146427,10,10.11196,6.7791,6.87054,"NA_peak_18532"
"18533","chr4",105225708,105225836,129,105225732,6,7.42378,5.36218,4.3972,"NA_peak_18533"
"18534","chr4",105306264,105306530,267,105306436,16,21.03117,11.92415,17.16958,"NA_peak_18534"
"18535","chr4",105473445,105474207,763,105473979,20,20.77797,10.89439,16.9282,"NA_peak_18535"
"18536","chr4",105708606,105708948,343,105708699,12,13.5545,8.47631,10.08621,"NA_peak_18536"
"18537","chr4",105895328,105895506,179,105895415,9,8.94722,6.21146,5.79192,"NA_peak_18537"
"18538","chr4",105896321,105896634,314,105896333,6,5.37835,4.31397,2.58025,"NA_peak_18538"
"18539","chr4",105996958,105997327,370,105997056,10,10.92318,7.23218,7.62284,"NA_peak_18539"
"18540","chr4",106316077,106316589,513,106316324,12,13.8882,8.65559,10.40076,"NA_peak_18540"
"18541","chr4",107034229,107034482,254,107034455,9,10.62818,7.10925,7.34807,"NA_peak_18541"
"18542","chr4",107719945,107720653,709,107720377,31,30.87968,13.06881,26.59814,"NA_peak_18542"
"18543","chr4",107824794,107825238,445,107824878,10,10.75908,7.14267,7.47045,"NA_peak_18543"
"18544","chr4",107863848,107864020,173,107863902,5,6.06117,4.59616,3.16979,"NA_peak_18544"
"18545","chr4",107931398,107931794,397,107931484,16,18.0193,10.31523,14.30326,"NA_peak_18545"
"18546","chr4",107939441,107939630,190,107939533,4,4.76469,3.83013,2.03329,"NA_peak_18546"
"18547","chr4",107989652,107990170,519,107989789,16,18.1603,10.39538,14.4378,"NA_peak_18547"
"18548","chr4",108361195,108361324,130,108361241,5,6.06117,4.59616,3.16979,"NA_peak_18548"
"18549","chr4",108620393,108620625,233,108620529,11,13.53292,8.5311,10.06605,"NA_peak_18549"
"18550","chr4",109433388,109433860,473,109433541,21,25.64839,13.45285,21.57525,"NA_peak_18550"
"18551","chr4",109559931,109560348,418,109560243,12,14.02786,8.72945,10.5324,"NA_peak_18551"
"18552","chr4",109574545,109574786,242,109574743,6,7.42378,5.36218,4.3972,"NA_peak_18552"
"18553","chr4",109703178,109703685,508,109703420,12,12.39979,7.82777,9.00226,"NA_peak_18553"
"18554","chr4",109730409,109730641,233,109730434,6,6.41749,4.88816,3.49356,"NA_peak_18554"
"18555","chr4",109735842,109736208,367,109735951,7,7.63949,5.56179,4.59582,"NA_peak_18555"
"18556","chr4",109815348,109815790,443,109815518,18,22.29777,12.28665,18.37649,"NA_peak_18556"
"18557","chr4",109921455,109921622,168,109921469,5,6.06117,4.59616,3.16979,"NA_peak_18557"
"18558","chr4",109980452,109980608,157,109980462,6,7.42378,5.36218,4.3972,"NA_peak_18558"
"18559","chr4",110193908,110194050,143,110193965,8,6.00283,4.53451,3.13559,"NA_peak_18559"
"18560","chr4",110411196,110411343,148,110411298,6,7.42378,5.36218,4.3972,"NA_peak_18560"
"18561","chr4",110609137,110609297,161,110609187,6,7.30904,5.31241,4.30146,"NA_peak_18561"
"18562","chr4",110622992,110623322,331,110623217,16,18.60152,10.64349,14.85563,"NA_peak_18562"
"18563","chr4",110631968,110632320,353,110632079,20,24.37832,12.99279,20.36084,"NA_peak_18563"
"18564","chr4",110637059,110637353,295,110637101,6,6.46013,4.90994,3.53254,"NA_peak_18564"
"18565","chr4",110793467,110793703,237,110793642,5,6.06117,4.59616,3.16979,"NA_peak_18565"
"18566","chr4",110851107,110851282,176,110851229,4,4.76469,3.83013,2.03329,"NA_peak_18566"
"18567","chr4",112075230,112075432,203,112075257,9,11.26384,7.41049,7.94164,"NA_peak_18567"
"18568","chr4",112145359,112145604,246,112145395,10,10.70573,7.11333,7.42044,"NA_peak_18568"
"18569","chr4",112231410,112231816,407,112231592,11,10.16,6.66471,6.91536,"NA_peak_18569"
"18570","chr4",112348607,112348893,287,112348664,9,10.49954,7.0456,7.22806,"NA_peak_18570"
"18571","chr4",112515598,112515915,318,112515841,7,8.58074,6.01333,5.45932,"NA_peak_18571"
"18572","chr4",112591742,112591961,220,112591815,8,9.00865,6.28478,5.84918,"NA_peak_18572"
"18573","chr4",112637032,112637552,521,112637099,20,23.59277,12.54884,19.61178,"NA_peak_18573"
"18574","chr4",112671146,112671398,253,112671319,14,18.34578,10.76109,14.61399,"NA_peak_18574"
"18575","chr4",112818003,112818279,277,112818125,10,12.5169,8.03801,9.11254,"NA_peak_18575"
"18576","chr4",113145564,113145834,271,113145676,5,5.59544,4.38437,2.77217,"NA_peak_18576"
"18577","chr4",113468367,113468616,250,113468456,11,13.22713,8.3797,9.77915,"NA_peak_18577"
"18578","chr4",113547631,113547798,168,113547698,8,10.31466,6.89423,7.05653,"NA_peak_18578"
"18579","chr4",113555868,113556145,278,113556025,11,13.08115,8.306,9.6418,"NA_peak_18579"
"18580","chr4",113582918,113583140,223,113582996,7,8.216,5.84583,5.12469,"NA_peak_18580"
"18581","chr4",113761269,113761955,687,113761717,12,9.85548,6.28817,6.63339,"NA_peak_18581"
"18582","chr4",113762593,113762845,253,113762716,16,14.63203,8.29951,11.09997,"NA_peak_18582"
"18583","chr4",113951379,113951508,130,113951452,8,10.31466,6.89423,7.05653,"NA_peak_18583"
"18584","chr4",114364879,114365129,251,114364990,11,14.58454,9.02,11.05599,"NA_peak_18584"
"18585","chr4",118033482,118033776,295,118033585,7,8.58074,6.01333,5.45932,"NA_peak_18585"
"18586","chr4",118278517,118278968,452,118278652,17,19.46381,10.92201,15.67647,"NA_peak_18586"
"18587","chr4",118424050,118424314,265,118424219,8,9.60564,6.57655,6.40156,"NA_peak_18587"
"18588","chr4",118474090,118474401,312,118474212,23,30.08596,15.39349,25.83458,"NA_peak_18588"
"18589","chr4",118591656,118592032,377,118591748,14,17.22417,10.20302,13.54926,"NA_peak_18589"
"18590","chr4",118685268,118685616,349,118685304,10,12.06176,7.82017,8.68452,"NA_peak_18590"
"18591","chr4",118746646,118746917,272,118746736,5,5.47107,4.32414,2.66276,"NA_peak_18591"
"18592","chr4",118835111,118835323,213,118835151,9,9.07761,6.28588,5.9135,"NA_peak_18592"
"18593","chr4",118835888,118836222,335,118836128,9,9.16703,6.33649,5.99615,"NA_peak_18593"
"18594","chr4",118888726,118888929,204,118888849,12,15.2128,9.32627,11.64762,"NA_peak_18594"
"18595","chr4",118890609,118890755,147,118890682,5,5.47107,4.32414,2.66276,"NA_peak_18595"
"18596","chr4",119067507,119067636,130,119067545,6,7.42378,5.36218,4.3972,"NA_peak_18596"
"18597","chr4",119103413,119103560,148,119103496,8,10.31466,6.89423,7.05653,"NA_peak_18597"
"18598","chr4",119212388,119212814,427,119212674,20,19.65968,10.22064,15.86236,"NA_peak_18598"
"18599","chr4",119213060,119213207,148,119213132,10,7.71308,5.32076,4.6633,"NA_peak_18599"
"18600","chr4",119279536,119279772,237,119279645,7,8.58074,6.01333,5.45932,"NA_peak_18600"
"18601","chr4",119300632,119300873,242,119300766,8,8.31152,5.91724,5.21262,"NA_peak_18601"
"18602","chr4",119454606,119455096,491,119454754,25,30.17188,14.85967,25.91665,"NA_peak_18602"
"18603","chr4",119628763,119629321,559,119629010,16,18.30425,10.47679,14.57437,"NA_peak_18603"
"18604","chr4",120049985,120050116,132,120050028,6,7.42378,5.36218,4.3972,"NA_peak_18604"
"18605","chr4",120066612,120067220,609,120066985,19,21.19818,11.43052,17.32836,"NA_peak_18605"
"18606","chr4",120731667,120731921,255,120731817,15,17.5891,10.26233,13.89512,"NA_peak_18606"
"18607","chr4",120737521,120737671,151,120737585,5,6.06117,4.59616,3.16979,"NA_peak_18607"
"18608","chr4",120801415,120801743,329,120801663,13,17.15957,10.2302,13.48846,"NA_peak_18608"
"18609","chr4",120922166,120922853,688,120922421,7,7.99406,5.73925,4.92027,"NA_peak_18609"
"18610","chr4",121071299,121071567,269,121071466,6,6.77879,5.06804,3.82014,"NA_peak_18610"
"18611","chr4",121454660,121454831,172,121454738,7,8.84383,6.12821,5.69667,"NA_peak_18611"
"18612","chr4",121696970,121697328,359,121697090,29,34.414,15.93097,30.00337,"NA_peak_18612"
"18613","chr4",121711649,121711887,239,121711683,9,11.83097,7.66026,8.46924,"NA_peak_18613"
"18614","chr4",121823492,121824033,542,121823934,10,12.06176,7.82017,8.68452,"NA_peak_18614"
"18615","chr4",121870265,121870678,414,121870566,36,45.6226,19.71471,40.87299,"NA_peak_18615"
"18616","chr4",121950311,121950477,167,121950406,6,5.68162,4.48977,2.84892,"NA_peak_18616"
"18617","chr4",121951259,121951471,213,121951330,6,5.81346,4.56417,2.96639,"NA_peak_18617"
"18618","chr4",122152100,122152581,482,122152299,14,17.13931,10.15912,13.46969,"NA_peak_18618"
"18619","chr4",122293846,122294178,333,122293990,8,9.35486,6.45665,6.16897,"NA_peak_18619"
"18620","chr4",122548590,122548725,136,122548627,6,7.42378,5.36218,4.3972,"NA_peak_18620"
"18621","chr4",122700207,122700489,283,122700366,11,13.77549,8.64829,10.29494,"NA_peak_18621"
"18622","chr4",122732398,122732789,392,122732516,37,42.54891,17.4682,37.87964,"NA_peak_18622"
"18623","chr4",122783360,122783760,401,122783541,25,30.55067,15.07868,26.28186,"NA_peak_18623"
"18624","chr4",122922517,122923066,550,122923008,6,6.87705,5.1151,3.90998,"NA_peak_18624"
"18625","chr4",123349474,123349606,133,123349558,8,9.54129,6.54616,6.34279,"NA_peak_18625"
"18626","chr4",123398292,123398955,664,123398375,11,9.68122,6.37239,6.47202,"NA_peak_18626"
"18627","chr4",123832356,123832939,584,123832424,13,15.71945,9.52282,12.12565,"NA_peak_18627"
"18628","chr4",124018828,124019256,429,124019225,10,12.35999,7.96406,8.96472,"NA_peak_18628"
"18629","chr4",124483124,124483496,373,124483276,7,8.33303,5.90061,5.23119,"NA_peak_18629"
"18630","chr4",124712095,124712231,137,124712214,12,9.38263,5.99347,6.19563,"NA_peak_18630"
"18631","chr4",124712603,124713204,602,124713046,15,12.64236,7.33361,9.23038,"NA_peak_18631"
"18632","chr4",124936496,124936731,236,124936582,15,18.23065,10.60816,14.5046,"NA_peak_18632"
"18633","chr4",124980375,124980756,382,124980446,9,11.18809,7.37577,7.87046,"NA_peak_18633"
"18634","chr4",125314774,125315224,451,125314878,24,24.50344,11.83798,20.48063,"NA_peak_18634"
"18635","chr4",125735235,125735371,137,125735306,8,10.31466,6.89423,7.05653,"NA_peak_18635"
"18636","chr4",126661261,126661489,229,126661410,10,13.38846,8.42628,9.93036,"NA_peak_18636"
"18637","chr4",126850423,126850601,179,126850517,10,13.38846,8.42628,9.93036,"NA_peak_18637"
"18638","chr4",127632769,127632941,173,127632901,6,7.42378,5.36218,4.3972,"NA_peak_18638"
"18639","chr4",127782178,127782572,395,127782336,7,8.1031,5.79205,5.02089,"NA_peak_18639"
"18640","chr4",127880741,127880992,252,127880807,20,24.56306,13.09575,20.53714,"NA_peak_18640"
"18641","chr4",127965140,127965733,594,127965282,31,35.70447,15.91887,31.24874,"NA_peak_18641"
"18642","chr4",128060914,128061442,529,128061154,36,39.51899,16.11431,34.94122,"NA_peak_18642"
"18643","chr4",128241080,128241214,135,128241113,5,5.51179,4.34403,2.69844,"NA_peak_18643"
"18644","chr4",128287749,128288344,596,128288051,35,37.41217,15.29782,32.89953,"NA_peak_18644"
"18645","chr4",128358229,128358632,404,128358456,20,22.5719,11.95862,18.63754,"NA_peak_18645"
"18646","chr4",128371019,128371264,246,128371113,5,6.06117,4.59616,3.16979,"NA_peak_18646"
"18647","chr4",128393480,128393692,213,128393589,10,11.9198,7.75016,8.55204,"NA_peak_18647"
